target,search_time,first_solution_time,first_solution_iteration,number_of_nodes,max_transforms,max_children,number_of_routes,number_of_solved_routes,top_score,is_solved,number_of_steps,number_of_precursors,number_of_precursors_in_stock,precursors_in_stock,precursors_not_in_stock,precursors_availability,policy_used_counts,profiling,,,,,,,,,
Cc1ccc(C(=O)Oc2cccc(/C=C3\N=C4SCCCCN4C3=O)c2)cc1,65.79548049,0,0,773,13,19,214,0,0.814331267,FALSE,11,7,6,"Cc1ccc(C(=O)O)cc1, Oc1cccc(Br)c1, CC(C)(C)O, O=C(Cl)C(=O)Cl, O=C(Cl)C(=O)Cl, CC(=O)O",C=C(N=C1NC(=O)CCCS1)C(=O)OC,zinc;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 772},"{'expansion_calls': 639, 'reactants_generations': 14348, 'iterations': 100}",,,,,,,,,
C=C1C(=O)[C@]23C[C@H]1C[C@@H](O)[C@H]2[C@]12CO[C@@H]4O[C@H](O)[C@](C)(CC[C@@H]1OC3=O)[C@@H]42,112.9195545,0,0,3157,13,23,1770,0,0.760045553,FALSE,11,5,4,"CC(=O)OC(C)=O, CC(=O)OC(C)=O, O=C(OC(=O)c1ccccc1)c1ccccc1, CC(=O)OC(C)=O",C=C1C(O[Si](C)(C)C(C)(C)C)[C@]23C[C@H]1C[C@@H](O)[C@H]2[C@]12CO[C@@H]4O[C@H](O[Si](c5ccccc5)(c5ccccc5)C(C)(C)C)[C@](C)(CC[C@@H]1OC3=O)[C@@H]42,zinc;zinc;zinc;zinc;Not in stock,{'uspto': 3156},"{'expansion_calls': 1395, 'reactants_generations': 14442, 'iterations': 100}",,,,,,,,,
O=C(c1cn(Cc2ccccc2)nn1)c1cn(Cc2ccc([N+](=O)[O-])cc2)nn1,23.46956658,0.106606722,1,623,9,18,197,79,0.986552929,TRUE,3,3,3,"[N-]=[N+]=NCc1ccc([N+](=O)[O-])cc1, [N-]=[N+]=NCc1ccccc1, C#CC(O)C#C",,zinc;zinc;zinc,{'uspto': 622},"{'expansion_calls': 480, 'reactants_generations': 4498, 'iterations': 100}",,,,,,,,,
CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccc2cc(C(=O)O)n(O)c2c1,61.42936349,0,0,964,13,22,318,0,0.792565977,FALSE,8,6,5,"CNc1ccc(Cl)cc1, O=S(Cl)Cl, O=C(O)c1cc2ccccc2n1O, CC(=O)O, COCc1ccccc1",O=S(=O)(O)O,zinc;zinc;Not in stock;zinc;zinc;zinc,{'uspto': 963},"{'expansion_calls': 732, 'reactants_generations': 13620, 'iterations': 100}",,,,,,,,,
CC(C)N(Cc1ccccc1)C(=O)CN1C(=O)NC2(CCCC2)C1=O,9.585266352,0.018999815,1,301,13,12,131,51,0.997628706,TRUE,1,2,2,"O=C(O)CN1C(=O)NC2(CCCC2)C1=O, CC(C)NCc1ccccc1",,zinc;zinc,{'uspto': 300},"{'expansion_calls': 185, 'reactants_generations': 1674, 'iterations': 100}",,,,,,,,,
COc1ccc2c(c1)sc1c(Nc3ccc(C#N)cc3)ncnc12,52.33052039,0.125607729,1,812,13,19,161,34,0.975,TRUE,4,5,5,"N#Cc1ccc(N)cc1, O=P(Cl)(Cl)Cl, COc1ccc(C#N)c([N+](=O)[O-])c1, CCOC(=O)CS, CC(C)(C)OC(N)=O",,zinc;zinc;zinc;zinc;zinc,{'uspto': 811},"{'expansion_calls': 709, 'reactants_generations': 11887, 'iterations': 100}",,,,,,,,,
O=C(CC12CC3CC(C1)CC(c1ccc(Cl)cc1)(C3)C2)NCc1ccncc1,70.02362418,0,0,661,13,16,120,0,0.831584643,FALSE,9,8,7,"NCc1ccncc1, C[N+](=O)[O-], Oc1ccccc1, O=S(Cl)Cl, Clc1ccccc1, CCOC(=O)CC12CC3CC(CC(C3)C1)C2, COCc1ccccc1",BrBr,zinc;zinc;zinc;zinc;zinc;Not in stock;zinc;zinc,{'uspto': 660},"{'expansion_calls': 640, 'reactants_generations': 18138, 'iterations': 100}",,,,,,,,,
CCn1c(COc2ccccc2)nnc1SCC(=O)NC1CCCCC1,8.423740387,0.128177166,1,392,13,15,111,66,0.997628706,TRUE,1,2,2,"O=C(CBr)NC1CCCCC1, CCn1c(S)nnc1COc1ccccc1",,zinc;zinc,{'uspto': 391},"{'expansion_calls': 287, 'reactants_generations': 1183, 'iterations': 100}",,,,,,,,,
CC(C)(C)C#C/C=C/CNCc1ccc(=O)[nH]c1,18.44130301,0.068031073,1,428,13,15,135,60,0.997628706,TRUE,1,2,2,"CC(C)(C)C#C/C=C/CBr, NCc1ccc(=O)[nH]c1",,zinc;zinc,{'uspto': 427},"{'expansion_calls': 325, 'reactants_generations': 3844, 'iterations': 100}",,,,,,,,,
CCc1cc([C@@H]2CC(=O)N2c2ccc3c(c2)OCO3)c(O)cc1O,64.20278406,0,0,2037,13,31,704,0,0.725947071,FALSE,5,4,3,"COCCO, Ic1ccc2c(c1)OCO2, BrCc1ccccc1",CCc1cc([C@@H]2CC(=O)N2)c(O)cc1OCCl,zinc;zinc;zinc;Not in stock,{'uspto': 2036},"{'expansion_calls': 1333, 'reactants_generations': 6153, 'iterations': 100}",,,,,,,,,
Cc1cc(C)c(C(=O)NC2CC(C)(C)Cc3c2cnn3-c2cccc(F)c2)[nH]1,48.03819036,7.959561586,16,1183,13,15,159,12,0.975,TRUE,4,4,4,"Cc1cc(C)c(C(=O)O)[nH]1, NNc1cccc(F)c1, CN(C)C=C1C(=O)CC(C)(C)CC1=O, NCc1ccccc1",,zinc;zinc;zinc;zinc,{'uspto': 1182},"{'expansion_calls': 1065, 'reactants_generations': 8134, 'iterations': 100}",,,,,,,,,
COc1ccc2c(c1NC(=O)c1ccc(OCCCCCCOc3ccc(Cl)cc3)cc1)OCCC2=O,30.55313277,0.446133614,2,748,12,34,133,29,0.963447071,TRUE,5,5,5,"BrCCCCCCBr, Oc1ccc(Cl)cc1, O=C(O)CCCl, CC(=O)Oc1ccc(C(=O)Cl)cc1, COc1cccc(O)c1N",,zinc;zinc;zinc;zinc;zinc,{'uspto': 747},"{'expansion_calls': 686, 'reactants_generations': 5998, 'iterations': 100}",,,,,,,,,
CN(C)C(=O)Cn1cnc2ccsc2c1=O,4.351809263,0.033966541,1,141,5,17,71,53,0.997628706,TRUE,1,2,2,"CN(C)C(=O)CCl, O=c1[nH]cnc2ccsc12",,zinc;zinc,{'uspto': 140},"{'expansion_calls': 82, 'reactants_generations': 828, 'iterations': 100}",,,,,,,,,
O=[N+]([O-])c1ccc(N2CCCC(O)C2)c([N+](=O)[O-])c1,27.65940261,0.056582451,1,1029,13,21,478,44,0.994039854,TRUE,2,2,2,"O=C1CCCNC1, O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1",,zinc;zinc,{'uspto': 1028},"{'expansion_calls': 581, 'reactants_generations': 4061, 'iterations': 100}",,,,,,,,,
Cc1cccc(Nc2nc(-c3ccnc(N)c3)cs2)c1,17.33381844,3.159547567,13,285,8,22,112,37,0.994039854,TRUE,2,3,3,"Cc1cccc(NC(N)=S)c1, O=C1CCC(=O)N1Br, CC(=O)c1ccnc(N)c1",,zinc;zinc;zinc,{'uspto': 284},"{'expansion_calls': 235, 'reactants_generations': 4899, 'iterations': 100}",,,,,,,,,
CONc1nc2cc(C(=O)O)ccc2c2cnccc12,82.56608891,0,0,1503,13,28,307,0,0.718460146,FALSE,6,4,3,"CC(C)(C)O, O=S(Cl)Cl, O=C(OO)c1cccc(Cl)c1",CONc1nc2cc(C(=O)OC)ccc2c2cnccc12,zinc;zinc;Not in stock;zinc,{'uspto': 1502},"{'expansion_calls': 1201, 'reactants_generations': 10296, 'iterations': 100}",,,,,,,,,
COC1C(C(N)=O)CC=NC1c1oc(CO)c(O)c1O,68.1588273,0,0,1464,13,32,308,0,0.54287391,FALSE,12,7,4,"OCc1ccccc1, O=C1CCC(=O)N1Br, CC(=O)OC(C)=O, CC(=O)O","N, CI, COC(=O)C1CC=NC(c2oc(C)c(O[Si](C)(C)C(C)(C)C)c2OC)C1=O",Not in stock;Not in stock;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1463},"{'expansion_calls': 1156, 'reactants_generations': 6331, 'iterations': 100}",,,,,,,,,
COc1ccccc1C(C)NC(=O)C1CCN(S(=O)(=O)c2cccs2)CC1,66.50636697,0,0,869,13,11,236,0,0.805113738,FALSE,5,6,5,"O=S(Cl)Cl, CCOC(=O)C1CCNCC1, c1ccsc1, [N-]=[N+]=NP(=O)(c1ccccc1)c1ccccc1, COc1ccccc1C(C)=O",O=S(=O)(O)Cl,zinc;zinc;Not in stock;zinc;zinc;zinc,{'uspto': 868},"{'expansion_calls': 726, 'reactants_generations': 15905, 'iterations': 100}",,,,,,,,,
CCC(C)NS(=O)(=O)c1ccc(OCC(=O)NCC2CCCO2)cc1,153.7681811,0,0,1542,13,15,207,0,0.762371294,FALSE,7,5,4,"NCc1ccco1, CC(C)(C)OC(=O)CBr, CCC(N)CC, Oc1ccccc1",O=S(=O)(O)Cl,zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1541},"{'expansion_calls': 1404, 'reactants_generations': 29861, 'iterations': 100}",,,,,,,,,
C=CCSC(=S)n1ccnc1C,25.00851917,0,0,1234,13,36,891,0,0.572371294,FALSE,7,5,3,"ClCC1OCCO1, COS(=O)(=O)OC, OCc1ccccc1","Cc1nccn1C(=S)S, C[P+](c1ccccc1)(c1cccc(F)c1)c1ccccc1Cl",zinc;Not in stock;zinc;Not in stock;zinc,{'uspto': 1233},"{'expansion_calls': 347, 'reactants_generations': 2413, 'iterations': 100}",,,,,,,,,
Cc1nn(Cc2ccccc2)c(Cl)c1C(=O)NC(C)(C)C,10.75933218,0.080592871,1,438,12,14,155,93,0.994039854,TRUE,2,3,3,"CC(C)(C)N, BrCc1ccccc1, Cc1n[nH]c(Cl)c1C(=O)O",,zinc;zinc;zinc,{'uspto': 437},"{'expansion_calls': 298, 'reactants_generations': 1878, 'iterations': 100}",,,,,,,,,
CCOC(=O)c1c(NC(=O)c2cccc(C(F)(F)F)c2)sc2c1CCN(C)C2,24.39548278,0.01521039,1,634,13,16,77,12,0.997628706,TRUE,1,2,2,"O=C(Cl)c1cccc(C(F)(F)F)c1, CCOC(=O)c1c(N)sc2c1CCN(C)C2",,zinc;zinc,{'uspto': 633},"{'expansion_calls': 569, 'reactants_generations': 2712, 'iterations': 100}",,,,,,,,,
CCCOn1c(Sc2cc(C)cc(C)c2)c(C(C)C)c(=O)[nH]c1=O,115.0792987,0,0,1143,13,13,136,0,0.814302482,FALSE,12,7,6,"Cc1cc(C)cc(F)c1, O=S(Cl)Cl, COc1ccc(CCl)cc1, C1=COCCC1, CC(=O)O, O=CCCCCl",CC(C)c1c(S)n(OCCCOC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)c(=O)[nH]c1=O,zinc;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1142},"{'expansion_calls': 1050, 'reactants_generations': 24776, 'iterations': 100}",,,,,,,,,
O=C(CCc1ccc(O)cc1)C[C@H](CCc1ccc(O)cc1)O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,51.27431107,0,0,2048,13,62,814,0,0.844450614,FALSE,13,9,8,"Oc1ccc(I)cc1, BrCc1ccccc1, CC(=O)OC(C)=O, C1=COCCC1, O=Cc1ccc(O)cc1, CC(=O)OC(C)=O, CC(=O)OC(C)=O, CC(=O)OC(C)=O",C=C[C@@H](CC(C)=O)O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 2047},"{'expansion_calls': 1234, 'reactants_generations': 3413, 'iterations': 100}",,,,,,,,,
COc1ccc(CNC(=O)CNc2cc3c(cc2Cl)OCCO3)cc1,10.13622904,0.044999838,1,322,11,29,110,76,0.997628706,TRUE,1,2,2,"COc1ccc(CNC(=O)CCl)cc1, Nc1cc2c(cc1Cl)OCCO2",,zinc;zinc,{'uspto': 321},"{'expansion_calls': 233, 'reactants_generations': 2338, 'iterations': 100}",,,,,,,,,
CSc1ccccc1-c1nnc(-c2ccc(Cl)cc2)o1,17.39591193,0.039604187,1,439,13,20,241,68,0.997628706,TRUE,1,2,2,"O=C(O)c1ccc(Cl)cc1, CSc1ccccc1C(=O)NN",,zinc;zinc,{'uspto': 438},"{'expansion_calls': 202, 'reactants_generations': 3169, 'iterations': 100}",,,,,,,,,
CC(C)(C)OC(=O)N1CCN(C(=O)c2cn(-c3ccc(C(F)(F)F)cc3)nn2)CC1,28.12813997,4.162731886,12,418,9,20,100,9,0.994039854,TRUE,2,3,3,"OB(O)c1ccc(C(F)(F)F)cc1, O=C(O)c1c[nH]nn1, CC(C)(C)OC(=O)N1CCNCC1",,zinc;zinc;zinc,{'uspto': 417},"{'expansion_calls': 409, 'reactants_generations': 6468, 'iterations': 100}",,,,,,,,,
CCCCc1ccc(N2CCc3cc(O)ccc3C2(C)c2ccc(/C=C/C(=O)O)cc2)cc1,44.20754004,0,0,1498,13,15,286,0,0.844489997,FALSE,11,9,8,"C#CCC, CN(C)C=O, COCCl, O=C1CCC(=O)N1Br, O=C1CCC(=O)N1Br, CC(C)(C)O, CCOP(=O)(CC(=O)O)OCC, O=C(Cl)C(=O)Cl",COc1ccc2c(c1)CC(=O)N(c1ccccc1)C2(C)c1ccccc1,zinc;zinc;zinc;zinc;zinc;Not in stock;zinc;zinc;zinc,{'uspto': 1497},"{'expansion_calls': 1212, 'reactants_generations': 2754, 'iterations': 100}",,,,,,,,,
Clc1ncnc2c1ncn2[C@@H]1CC2CC1[C@@H](n1cnc3c(Cl)ncnc31)C2,62.12326598,0,0,1610,13,32,401,0,0.814409345,FALSE,10,7,6,"O=P(Cl)(Cl)Cl, CCOC(OCC)OCC, O=[N+]([O-])c1c(Cl)ncnc1Cl, O=C(Cl)OCc1ccccc1, BrCc1ccccc1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C",[N-]=[N+]=N[C@H]1CC2CC1[C@H](n1cnc3c(=O)nc[nH]c31)C2,zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1609},"{'expansion_calls': 1209, 'reactants_generations': 6052, 'iterations': 100}",,,,,,,,,
COc1cc(OC)cc(-n2c(=O)c(C(=O)Nc3ccc(Oc4ccnc(N)c4Cl)c(F)c3)cc3ccccc32)c1,33.48162055,11.85962677,37,941,11,18,109,3,0.986552929,TRUE,3,4,4,"O=[N+]([O-])c1ccc(O)c(F)c1, Nc1nccc(Cl)c1Cl, COc1cc(Br)cc(OC)c1, COC(=O)c1cc2ccccc2[nH]c1=O",,zinc;zinc;zinc;zinc,{'uspto': 940},"{'expansion_calls': 929, 'reactants_generations': 6254, 'iterations': 100}",,,,,,,,,
COC(=O)C1SCCC1=NC(=O)c1ccc(C)cc1,142.5515265,0,0,1259,13,12,116,0,0.7375,FALSE,4,4,3,"COS(=O)(=O)OC, Cc1ccc(C(N)=O)cc1, C=C(C)C",O=C(O)C1SCCC1=O,zinc;zinc;zinc;Not in stock,{'uspto': 1258},"{'expansion_calls': 1187, 'reactants_generations': 32577, 'iterations': 100}",,,,,,,,,
Cc1ccccc1C(=O)Nc1ccc(S(=O)(=O)NC2CCN(C(=O)OCCCN3CC(C)OC(C)C3)CC2)c2ccccc12,112.196173,0,0,2275,13,41,516,0,0.791672836,FALSE,13,12,10,"O=C(Cl)Cl, NCCCO, O=C1CCC(=O)N1Br, Cc1ccccc1C(=O)Cl, Nc1cccc2ccccc12, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, O=C1NC(=O)c2ccccc21, O=S(Cl)Cl, O=C(Cl)OCc1ccccc1, NC(CC(=O)O)CC(=O)O","CC(=O)OCC(C)OC(C)CBr, O=S(=O)(O)Cl",zinc;zinc;zinc;Not in stock;Not in stock;zinc;zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 2274},"{'expansion_calls': 1765, 'reactants_generations': 11674, 'iterations': 100}",,,,,,,,,
COC(=O)c1ccc(CNCC(=O)Nc2ccc(C(=O)OC)cc2)cc1,10.61691165,0.018000364,1,268,9,26,81,71,0.997628706,TRUE,1,2,2,"COC(=O)c1ccc(C=O)cc1, COC(=O)c1ccc(NC(=O)CN)cc1",,zinc;zinc,{'uspto': 267},"{'expansion_calls': 194, 'reactants_generations': 1993, 'iterations': 100}",,,,,,,,,
CCCCOP(=O)(c1ccc(N(C)C)cc1)C(O)c1cc(OC)ccc1OC,149.9101195,0,0,2671,13,15,1320,0,0.718460146,FALSE,6,4,3,"CNC=O, BrCc1ccccc1, O=C1CCC(=O)N1Br",COc1ccc(OC)c(C(O[Si](C)(C)C(C)(C)C)P(=O)(OCCC(C)C)c2ccccc2)c1,zinc;zinc;zinc;Not in stock,{'uspto': 2670},"{'expansion_calls': 1352, 'reactants_generations': 24234, 'iterations': 100}",,,,,,,,,
CC1CC(=O)N(CC(=O)Nc2ccccc2F)c2ccccc2S1(=O)=O,65.57393789,0,0,1970,13,20,852,0,0.814409345,FALSE,10,7,6,"Nc1ccccc1F, O=S(Cl)Cl, OCc1ccccc1, CCOC(=O)CBr, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, O=C1CCC(=O)N1Cl",CC1CC(=O)N(C(=O)O)c2cc(Br)ccc2S1(=O)=O,zinc;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1969},"{'expansion_calls': 1118, 'reactants_generations': 8885, 'iterations': 100}",,,,,,,,,
COC(=O)CNC(=O)Cc1csc(NC(=O)c2cc(Br)c(Br)[nH]2)n1,20.68892121,0.072999239,1,512,10,17,100,66,0.994039854,TRUE,2,4,4,"O=C1CCC(=O)N1Br, O=C(O)c1ccc(Br)[nH]1, Nc1nc(CC(=O)O)cs1, COC(=O)CN",,zinc;zinc;zinc;zinc,{'uspto': 511},"{'expansion_calls': 446, 'reactants_generations': 4088, 'iterations': 100}",,,,,,,,,
Cc1ccc(S(=O)(=O)N2C[C@H]3c4c(c(O)n(-c5ccccc5)c4O)C[C@H](OC(=O)NC4CCCC4)[C@@]3(O)C2)cc1,75.47361135,0,0,1811,13,44,501,0,0.678588196,FALSE,12,7,5,"Cc1ccccc1, c1ccc(CNC2CCCC2)cc1, CC(=O)Cl, CC(=O)Cl, O=Cc1ccccc1","O=S(=O)(O)Cl, COc1c2c(c(OCc3ccccc3)n1-c1ccccc1)[C@H](CI)[C@](O)(CN)[C@@H](OC(=O)Cl)C2",zinc;Not in stock;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1810},"{'expansion_calls': 1310, 'reactants_generations': 7774, 'iterations': 100}",,,,,,,,,
Cc1csc(NC(=O)c2cn(-c3ccccc3)nc2-c2cccs2)n1,10.07161188,0.046996832,1,483,13,18,143,93,0.994039854,TRUE,2,3,3,"Cc1csc(N)n1, O=C(O)c1c[nH]nc1-c1cccs1, OB(O)c1ccccc1",,zinc;zinc;zinc,{'uspto': 482},"{'expansion_calls': 346, 'reactants_generations': 1585, 'iterations': 100}",,,,,,,,,
Clc1ccc2c(NCCn3cnc4c(N5CCSCC5)nc(Cl)nc43)ccnc2c1,22.21365428,0.241176844,2,552,13,24,110,46,0.986552929,TRUE,3,5,5,"NCCBr, Oc1ccnc2cc(Cl)ccc12, O=P(Cl)(Cl)Cl, C1CSCCN1, Clc1nc(Cl)c2[nH]cnc2n1",,zinc;zinc;zinc;zinc;zinc,{'uspto': 551},"{'expansion_calls': 488, 'reactants_generations': 4277, 'iterations': 100}",,,,,,,,,
CCCCC12CN3CCN(CC(C3)C1=NNC(=O)Nc1ccccc1)C2,79.89215922,0,0,2437,13,22,1204,0,0.791790298,FALSE,10,6,5,"Brc1ccccc1, OCc1ccccc1, O=C(Cl)OCc1ccccc1, O=C(Cl)OCc1ccccc1, O=C(OC(=O)C(F)(F)F)C(F)(F)F",CCCCC12CNCCN(CC(CI)C1=NNC(=O)NC(=O)Cl)C2,zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 2436},"{'expansion_calls': 1235, 'reactants_generations': 10395, 'iterations': 100}",,,,,,,,,
CCCNC(=O)CC1C(=O)N(Cc2ccccc2)C(C)c2nc3ccccc3n21,58.86312866,0,0,1430,13,12,140,0,0.83125617,FALSE,13,8,7,"CCCN, O=Cc1ccccc1, CN(C)C(OC(C)(C)C)OC(C)(C)C, N#CC(Cl)(Cl)Cl, OCc1ccccc1, CC(=O)O, [N-]=[N+]=NP(=O)(c1ccccc1)c1ccccc1",CCOC(=O)CC(C(=O)OCC)n1c(C(C)O)nc2ccccc21,zinc;zinc;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1429},"{'expansion_calls': 1290, 'reactants_generations': 5675, 'iterations': 100}",,,,,,,,,
Cc1nc2ncnn2c2c1CCN2Cc1ccccc1Cl,20.34889245,0.012550831,1,710,13,13,156,15,0.997628706,TRUE,1,2,2,"Cc1nc2ncnn2c(Cl)c1CCCl, NCc1ccccc1Cl",,zinc;zinc,{'uspto': 709},"{'expansion_calls': 568, 'reactants_generations': 1942, 'iterations': 100}",,,,,,,,,
CCOC(CNc1ncnc2sc(-c3ccccc3)cc12)OCC,22.69267416,0.030034304,1,385,13,23,99,62,0.997628706,TRUE,1,2,2,"CCOC(CBr)OCC, Nc1ncnc2sc(-c3ccccc3)cc12",,zinc;zinc,{'uspto': 384},"{'expansion_calls': 312, 'reactants_generations': 4696, 'iterations': 100}",,,,,,,,,
CCc1ccccc1N=C1C(=O)c2cncnc2C(=O)C1Cl,81.67602801,0,0,2085,13,16,726,0,0.79403796,FALSE,7,6,5,"O=C(OO)c1cccc(Cl)c1, O=C(OO)c1cccc(Cl)c1, CSC(=N)N, CN(C)C(OC(C)(C)C)N(C)C, C1CCOC1",O=Cc1ccccc1N=C1C(=O)CC(=O)C(=O)C1Cl,zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 2084},"{'expansion_calls': 1359, 'reactants_generations': 9623, 'iterations': 100}",,,,,,,,,
CC(C)=C/C=C1\O[C@H]2C[C@](C)(O)CC(=O)C2[C@@]1(C)O,100.9458153,0,0,2966,13,16,1620,0,0.760123631,FALSE,10,5,4,"CC(=O)Cl, O=C(O)c1ccccc1, CC(=O)OC(C)=O, O=C(Cl)c1ccccc1",CC(C)=C/C=C1\O[C@H]2C[C@](C)(O[Si](C)(C)C(C)(C)C)CC(O)C2[C@@]1(C)O,zinc;zinc;zinc;zinc;Not in stock,{'uspto': 2965},"{'expansion_calls': 1352, 'reactants_generations': 12710, 'iterations': 100}",,,,,,,,,
CSc1nc(-c2ccc(C(F)(F)F)cc2)c(-c2ccc(C(F)(F)F)cc2)[nH]1,86.66581988,14.18283391,14,1267,13,28,276,1,0.986552929,TRUE,3,4,4,"COS(=O)(=O)OC, NC(N)=S, O=CC(=O)c1ccc(C(F)(F)F)cc1, FC(F)(F)c1ccccc1",,zinc;zinc;zinc;zinc,{'uspto': 1266},"{'expansion_calls': 1044, 'reactants_generations': 17713, 'iterations': 100}",,,,,,,,,
N#Cc1c(-c2ccc([N+](=O)[O-])cc2)cc(-c2ccc(Nc3ccnc4cc(Cl)ccc34)cc2)nc1N,41.75116611,0.605645895,2,922,13,14,211,31,0.986552929,TRUE,3,5,5,"O=[N+]([O-])c1ccc(B(O)O)cc1, O=P(Cl)(Cl)Cl, Oc1ccnc2cc(Cl)ccc12, N#Cc1c(Cl)cc(Cl)nc1N, Nc1ccc(B(O)O)cc1",,zinc;zinc;zinc;zinc;zinc,{'uspto': 921},"{'expansion_calls': 751, 'reactants_generations': 6444, 'iterations': 100}",,,,,,,,,
CN1CCc2nc(NCCc3ccccc3)nc(NS(=O)(=O)c3ccccc3)c2C1,73.45275998,44.8339715,59,1250,13,26,202,3,0.994039854,TRUE,2,3,3,"NCCc1ccccc1, CN1CCc2nc(Cl)nc(Cl)c2C1, NS(=O)(=O)c1ccccc1",,zinc;zinc;zinc,{'uspto': 1249},"{'expansion_calls': 1077, 'reactants_generations': 10033, 'iterations': 100}",,,,,,,,,
CC(N)Cc1cc(-c2ccccc2O)nc(N)c1C#N,40.06069469,0,0,1291,13,29,159,0,0.83125617,FALSE,13,8,7,"COc1ccc(CN)cc1, O=P(Cl)(Cl)Cl, O=C(Cl)OCc1ccccc1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, OB(O)c1ccccc1OCc1ccccc1, O=C(Cl)OCc1ccccc1, OCc1ccccc1",CC(N)Cc1cc(Cl)nc(Cl)c1C#N,zinc;zinc;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1290},"{'expansion_calls': 1139, 'reactants_generations': 3892, 'iterations': 100}",,,,,,,,,
CC(C)CC(N)C(O)Nc1ccc(=O)n(CC(O)=NO)c1O,145.9916458,0,0,3203,13,19,1760,0,0.678906071,FALSE,9,7,5,"O=S(Cl)Cl, O=[N+]([O-])c1ccccc1S(=O)(=O)O, BrCc1ccccc1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, BrCc1ccccc1","COc1c(F)ccc(=O)n1CC(O)=NO, CC(C)CC(NC(=O)O)C(O)NC(=O)O",zinc;zinc;zinc;zinc;Not in stock;zinc;Not in stock,{'uspto': 3202},"{'expansion_calls': 1448, 'reactants_generations': 21998, 'iterations': 100}",,,,,,,,,
CCCC(C)NC(=O)CN(c1ccc2c(c1)OCCO2)S(=O)(=O)c1ccccc1,60.36509657,0,0,973,13,18,206,0,0.816666667,FALSE,4,6,5,"O=S(Cl)Cl, O=S(=O)(O)c1ccccc1, Nc1ccc2c(c1)OCCO2, O=C(Cl)CCl, CCCC(C)=O",N,zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 972},"{'expansion_calls': 850, 'reactants_generations': 11942, 'iterations': 100}",,,,,,,,,
CCCCCc1ccc(C(=O)Nc2ccc3nc(N)n(CCCC)c3c2)cc1,40.98790693,4.552294016,9,928,13,20,275,15,0.994039854,TRUE,2,4,4,"CCCCBr, Nc1nc2ccc([N+](=O)[O-])cc2[nH]1, CCCCCc1ccc(C(=O)O)cc1, O=S(Cl)Cl",,zinc;zinc;zinc;zinc,{'uspto': 927},"{'expansion_calls': 723, 'reactants_generations': 8792, 'iterations': 100}",,,,,,,,,
CC(C)Cn1cc(-c2ccnc(N)n2)c2cc(Br)ccc21,32.92708468,1.405079603,3,670,13,17,220,25,0.994039854,TRUE,2,3,3,"O=C1CCC(=O)N1Br, CC(C)CBr, Nc1nccc(-c2c[nH]c3ccccc23)n1",,zinc;zinc;zinc,{'uspto': 669},"{'expansion_calls': 518, 'reactants_generations': 6780, 'iterations': 100}",,,,,,,,,
COc1ccc(C(=C(Cl)Cl)c2ccc(OC)cc2)cc1,145.7081454,0,0,2813,13,15,1718,0,0.7375,FALSE,4,4,3,"COCc1ccccc1, COS(=O)(=O)OC, OCc1ccccc1",Fc1ccc(C(=C(Cl)Cl)c2ccc(F)cc2)cc1,zinc;zinc;zinc;Not in stock,{'uspto': 2812},"{'expansion_calls': 1113, 'reactants_generations': 30370, 'iterations': 100}",,,,,,,,,
CC1(C)C=C2C(CN(c3ccccc3F)CN2c2ccc(Cl)cc2)C(=O)C1,81.27502918,0,0,1714,13,46,439,0,0.791712219,FALSE,11,6,5,"Clc1ccc(I)cc1, O=C1CCC(=O)N1Br, CC(=O)OC(C)=O, Fc1ccccc1Br, O=C(O)c1ccccc1",CC1(C)C=C2C(CN(Cc3ccccc3)CN2Cc2ccccc2)C(O)C1,zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1713},"{'expansion_calls': 1275, 'reactants_generations': 12250, 'iterations': 100}",,,,,,,,,
