target,search_time,first_solution_time,first_solution_iteration,number_of_nodes,max_transforms,max_children,number_of_routes,number_of_solved_routes,top_score,is_solved,number_of_steps,number_of_precursors,number_of_precursors_in_stock,precursors_in_stock,precursors_not_in_stock,precursors_availability,policy_used_counts,profiling,,,,,,,,,
COc1cc2c(NC3CCN(C(C)C)CC3)nc(C3CCCCC3)nc2cc1OCCCN1CCCC1,35.33608437,28.4283967,78,1475,13,49,273,1,0.950334643,TRUE,9,8,8,"C1CCNC1, ClCCCBr, CC(C)Br, NC1CCN(C(=O)OCc2ccccc2)CC1, O=P(Cl)(Cl)Cl, O=C(Cl)C1CCCCC1, COc1cc(N)c(C(N)=O)cc1OC, COCc1ccccc1",,zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 1474},"{'expansion_calls': 1208, 'reactants_generations': 2816, 'iterations': 100}",,,,,,,,,
Cc1cc(C)c(S(=O)(=O)N2CCCOC2CNC(=O)C(=O)NCCc2c[nH]c3ccccc23)c(C)c1,63.9446969,0,0,1715,13,35,345,0,0.738905656,FALSE,12,9,7,"NC(=O)C(=O)NCCc1c[nH]c2ccccc12, CS(=O)(=O)OS(C)(=O)=O, Cc1cc(C)cc(C)c1, CC(=O)O, BrCc1ccccc1, O=S(Cl)Cl, BrCc1ccccc1","O=S(=O)(O)Cl, O=C1C=COC(CO)N1",zinc;zinc;zinc;Not in stock;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1714},"{'expansion_calls': 1372, 'reactants_generations': 6534, 'iterations': 100}",,,,,,,,,
COc1cc(OC)c(C2C3C(=O)CCCC3=Nc3nc4ccccc4n32)cc1OC,58.94649792,0,0,1460,13,15,262,0,0.760045553,FALSE,11,5,4,"O=[N+]([O-])c1ccccc1F, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, [N-]=[N+]=NP(=O)(c1ccccc1)c1ccccc1, CC(=O)OC(C)=O",COc1cc(OC)c(C(O)C2C(=NC(=O)O)CC=CC2O)cc1OC,zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1459},"{'expansion_calls': 1198, 'reactants_generations': 5594, 'iterations': 100}",,,,,,,,,
CCCN1CCC(Oc2ccc(C#N)cc2)CC1,34.48060465,1.477458715,3,1165,13,35,446,23,0.997628706,TRUE,1,2,2,"CCCBr, N#Cc1ccc(OC2CCNCC2)cc1",,zinc;zinc,{'uspto': 1164},"{'expansion_calls': 733, 'reactants_generations': 3954, 'iterations': 100}",,,,,,,,,
c1cnc2c(c1)CN(C1CCOC1)CCN2CC1CC1,56.42277575,0.239970207,1,1303,13,22,284,13,0.997628706,TRUE,1,2,2,"O=C1CCOC1, c1cnc2c(c1)CNCCN2CC1CC1",,zinc;zinc,{'uspto': 1302},"{'expansion_calls': 1068, 'reactants_generations': 9746, 'iterations': 100}",,,,,,,,,
O=S(=O)(c1cc(Cl)ccc1Cl)n1ccc2ncccc21,33.43992138,8.764012575,31,545,13,14,318,7,0.994039854,TRUE,2,3,3,"c1cnc2cc[nH]c2c1, O=S(Cl)Cl, O=S(=O)(O)c1cc(Cl)ccc1Cl",,zinc;zinc;zinc,{'uspto': 544},"{'expansion_calls': 314, 'reactants_generations': 8910, 'iterations': 100}",,,,,,,,,
O=C(Cc1cccc(Cl)c1)Nc1ccc(Br)cc1,10.56259179,0.017999887,1,254,12,28,114,54,0.997628706,TRUE,1,2,2,"Nc1ccc(Br)cc1, O=C(Cl)Cc1cccc(Cl)c1",,zinc;zinc,{'uspto': 253},"{'expansion_calls': 181, 'reactants_generations': 2761, 'iterations': 100}",,,,,,,,,
CS(=O)(=O)CCCOc1ccc(S(=O)(=O)N2Cc3nccnc3CC2C(O)=NO)cc1,161.1205521,0,0,2321,13,15,1012,0,0.805113738,FALSE,5,6,5,"CS(=O)(=O)CCCBr, O=S(Cl)Cl, ClCc1ccccc1, O=S(=O)(O)c1ccc(O)cc1, BrCc1ccccc1",O=C(O)N1Cc2nccnc2CC1C(O)=NO,zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 2320},"{'expansion_calls': 1331, 'reactants_generations': 33236, 'iterations': 100}",,,,,,,,,
C#CC(CCC)OC[n+]1ccn(C)c1C=NO,98.9796145,0,0,2638,13,15,1351,0,0.678577598,FALSE,13,7,5,"COP(=O)(C=[N+]=[N-])OC, O=C1c2ccccc2C(=O)N1O, O=C(OC(=O)c1ccccc1)c1ccccc1, COc1ccc(CO)cc1, CC(=O)OC(C)=O","CC(C)(C)[Si](C)(C)Cl, CCCC(OC[n+]1ccn(C)c1CCl)C(O)CO[Si](C)(C)C(C)(C)C",zinc;Not in stock;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 2637},"{'expansion_calls': 1287, 'reactants_generations': 11837, 'iterations': 100}",,,,,,,,,
Cc1c(C(O)N2CCOCC2)cc(CC(=O)NCCN2CCOCC2)c(=O)n1Cc1ccc(F)cc1,52.79701829,0,0,1559,13,28,304,0,0.82024586,FALSE,6,7,6,"C1COCCN1, NCCCl, CCOC(=O)OCC, C[Sn](C)(C)C, O=C1CCC(=O)N1Br, Fc1ccc(CBr)cc1",COc1ccc(C(O)N2CCOCC2)c(C)n1,zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1558},"{'expansion_calls': 1255, 'reactants_generations': 4790, 'iterations': 100}",,,,,,,,,
O=C(O)c1nc2ccc(C(F)(F)F)cc2nc1Nc1ccc(Cl)c(Cl)c1,38.64143085,0.952781916,3,693,12,13,148,31,0.975,TRUE,4,4,4,"Nc1ccc(Cl)c(Cl)c1, O=P(Cl)(Cl)Cl, Nc1ccc(C(F)(F)F)cc1N, CCOC(=O)C(=O)C(=O)OCC",,zinc;zinc;zinc;zinc,{'uspto': 692},"{'expansion_calls': 614, 'reactants_generations': 9203, 'iterations': 100}",,,,,,,,,
O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)c1cn(Cc2ccccc2)nn1,18.92334628,0.104602575,1,837,13,15,172,74,0.986552929,TRUE,3,3,3,"O=C(O)c1cn(Cc2ccccc2)nn1, N#Cc1c[nH]c2cc(Cl)ccc2c1=O, Ic1ccccc1",,zinc;zinc;zinc,{'uspto': 836},"{'expansion_calls': 669, 'reactants_generations': 2096, 'iterations': 100}",,,,,,,,,
Cc1[nH]c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1ccc(F)cc1,57.93552351,6.522787094,13,1234,13,67,469,10,0.952371294,TRUE,7,7,7,"OB(O)c1ccc(Cl)cc1, Clc1ccc(Br)cc1, O=C1CCC(=O)N1I, CC(C)OB(OC(C)C)OC(C)C, O=C1CCC(=O)N1Br, CCOC(=O)c1cc(Br)c(C)[nH]1, OB(O)c1ccc(F)cc1",,zinc;zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 1233},"{'expansion_calls': 848, 'reactants_generations': 11826, 'iterations': 100}",,,,,,,,,
CC(C)CC1NC(=O)C(Cc2ccc(OCc3ccccc3)cc2)NC1=O,64.38603115,0,0,1781,13,15,582,0,0.83125617,FALSE,13,8,7,"BrCc1ccccc1, BrCc1ccccc1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, COS(=O)(=O)OC, OCc1ccccc1, BrCc1ccccc1, BrCc1ccccc1",CC(C)CC1NC(=O)C(Cc2ccc(F)cc2)NC1=O,zinc;zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1780},"{'expansion_calls': 1204, 'reactants_generations': 8109, 'iterations': 100}",,,,,,,,,
Cc1ccc(Cl)cc1NC(=O)c1sc(-n2nc(C)c(Cc3ccc4c(c3)OCO4)c2C)nc1C,45.17454171,0.056342125,1,819,13,11,170,50,0.994039854,TRUE,2,3,3,"Cc1n[nH]c(C)c1Cc1ccc2c(c1)OCO2, Cc1nc(Br)sc1C(=O)O, Cc1ccc(Cl)cc1N",,zinc;zinc;zinc,{'uspto': 818},"{'expansion_calls': 684, 'reactants_generations': 8557, 'iterations': 100}",,,,,,,,,
CCCc1cc(=O)n(C)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,42.19783735,0,0,1197,13,18,640,0,0.863681916,FALSE,11,11,10,"C[Si](C)(C)N=[N+]=[N-], N#Cc1ccccc1Br, CC(C)(O)C(C)(C)O, OB(O)B(O)O, CC(C)(O)C(C)(C)O, BrCc1ccc(Br)cc1, O=C(OC(=O)C(F)(F)F)C(F)(F)F, O=C(OO)c1cccc(Cl)c1, C=CCB1OC(C)(C)C(C)(C)O1, COc1nccc(Br)n1",CI,zinc;zinc;zinc;zinc;zinc;zinc;Not in stock;zinc;zinc;zinc;zinc,{'uspto': 1196},"{'expansion_calls': 640, 'reactants_generations': 7918, 'iterations': 100}",,,,,,,,,
O=c1c(-c2ccccc2)c(O)cc(-c2ccncc2)n1-c1ccc(Cl)cc1,43.81266332,16.81599641,37,1074,13,39,284,3,0.955960146,TRUE,6,6,6,"OB(O)c1ccncc1, O=C1CCC(=O)N1Br, Clc1ccc(I)cc1, Brc1ccccc1, CC(C)OB(OC(C)C)OC(C)C, COc1cc[nH]c(=O)c1",,zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 1073},"{'expansion_calls': 861, 'reactants_generations': 7462, 'iterations': 100}",,,,,,,,,
CN(CCCn1c(=N)n(CC(=O)c2ccc(Cl)cc2)c2cccc(Cl)c21)C(=O)c1ccc2ccccc2c1,30.68998742,0.423650742,2,684,13,24,195,41,0.994039854,TRUE,2,4,4,"O=C(O)c1ccc2ccccc2c1, CNCCCO, O=C(CBr)c1ccc(Cl)cc1, N=c1[nH]c2cccc(Cl)c2[nH]1",,zinc;zinc;zinc;zinc,{'uspto': 683},"{'expansion_calls': 549, 'reactants_generations': 5766, 'iterations': 100}",,,,,,,,,
CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccccc1)C(c1ccccc1)O2,66.67767215,0,0,3060,13,18,1929,0,0.791712219,FALSE,11,6,5,"CCOC(=O)Cl, COc1ccc(CN)cc1, O=C1CCC(=O)N1Br, O=P(Cl)(Cl)Cl, COCc1ccccc1",O=[N+]([O-])c1cc2c(c(Cl)n1)N=C(c1ccccc1Cl)C(c1ccccc1)O2,zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 3059},"{'expansion_calls': 1133, 'reactants_generations': 6288, 'iterations': 100}",,,,,,,,,
CC(C)(c1ccc(Nc2nn([C@H]3CC[C@@](C)(O)C[C@@H]3C#N)cc2C(N)=O)cc1)C(O)C(F)(F)F,74.10178947,0,0,1588,13,30,235,0,0.773447071,FALSE,5,5,4,"BrCc1ccccc1, C[Si](C)(C)C(F)(F)F, CC(C)(C=O)c1ccc(Br)cc1, CC(=O)OC(C)=O",C[C@@]1(O)CC[C@H](n2cc(C(N)=O)c(N)n2)[C@@H](C#N)C1,zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1587},"{'expansion_calls': 1353, 'reactants_generations': 6784, 'iterations': 100}",,,,,,,,,
O=C1NCCCC12CCN(S(=O)(=O)N1CCOCC1)C2,48.13333201,7.25680089,18,1100,13,15,331,9,0.975,TRUE,4,4,4,"BrCCOCCBr, NS(N)(=O)=O, COCN(Cc1ccccc1)C[Si](C)(C)C, C=C1CCCNC1=O",,zinc;zinc;zinc;zinc,{'uspto': 1099},"{'expansion_calls': 831, 'reactants_generations': 8948, 'iterations': 100}",,,,,,,,,
CCN(CC)c1ccc(-c2sc(Nc3ccccc3)n[n+]2-c2ccc(F)cc2)cc1,73.94485569,0,0,3624,13,45,2199,0,0.792001309,FALSE,9,6,5,"Ic1ccccc1, O=C1CCC(=O)N1Br, CC(=O)O, CC(N)=O, OB(O)c1ccc(F)c(F)c1",O=[N+]([O-])c1n[n+](-c2ccc(F)c(F)c2)c(Br)s1,zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 3623},"{'expansion_calls': 1430, 'reactants_generations': 6635, 'iterations': 100}",,,,,,,,,
Nc1nc(Cc2cccc(Cl)c2)nc2cn(-c3ccccc3)nc12,57.27689242,0,0,1364,13,38,199,0,0.814620357,FALSE,9,7,6,"OB(O)c1ccccc1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, CN(C)C(OC(C)(C)C)OC(C)(C)C, CC(C)CCON=O, O=C(Cl)Cl, NC(=O)O",Cc1nc(Cc2cccc(Cl)c2)nc([N+](=O)[O-])c1N,zinc;zinc;zinc;Not in stock;zinc;zinc;zinc,{'uspto': 1363},"{'expansion_calls': 1174, 'reactants_generations': 6991, 'iterations': 100}",,,,,,,,,
COc1ccc(C2Nc3ccccc3C(=O)N2c2ccc(NC(C)=O)cc2)cc1,9.501804113,0.029023647,1,384,8,17,140,88,0.994039854,TRUE,2,3,3,"COc1ccc(C=O)cc1, CC(=O)Nc1ccc(N)cc1, O=c1[nH]c2ccccc2c(=O)o1",,zinc;zinc;zinc,{'uspto': 383},"{'expansion_calls': 263, 'reactants_generations': 1667, 'iterations': 100}",,,,,,,,,
CCOCCC(=O)NNc1ccccc1,2.624232769,0.014034271,1,93,4,15,52,41,0.997628706,TRUE,1,2,2,"CCOCCC(=O)O, NNc1ccccc1",,zinc;zinc,{'uspto': 92},"{'expansion_calls': 52, 'reactants_generations': 742, 'iterations': 100}",,,,,,,,,
Fc1cccc(COc2ccc(Nc3ncnc4ccsc34)cc2Cl)c1,4.182959795,0.028999567,1,228,13,12,105,97,0.994039854,TRUE,2,3,3,"Fc1cccc(CCl)c1, Nc1ccc(O)c(Cl)c1, Clc1ncnc2ccsc12",,zinc;zinc;zinc,{'uspto': 227},"{'expansion_calls': 125, 'reactants_generations': 580, 'iterations': 100}",,,,,,,,,
COc1ccc(/C=N/c2ccc(-c3ccccc3)cc2)cc1,5.291675329,0.019002676,1,108,5,19,61,26,0.997628706,TRUE,1,2,2,"COc1ccc(C=O)cc1, Nc1ccc(-c2ccccc2)cc1",,zinc;zinc,{'uspto': 107},"{'expansion_calls': 66, 'reactants_generations': 1521, 'iterations': 100}",,,,,,,,,
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)N(CC1CCCCC1)c1ccsc1)C2,51.4698205,1.740419149,4,931,13,13,202,30,0.994039854,TRUE,2,3,3,"O=CC1CCCCC1, O=C=Nc1ccsc1, CN1[C@@H]2CC[C@H]1C[C@@H](O)C2",,zinc;zinc;zinc,{'uspto': 930},"{'expansion_calls': 767, 'reactants_generations': 9381, 'iterations': 100}",,,,,,,,,
CCN(C(=O)c1cccc2c1OCO2)c1ccc(Br)cn1,18.46899939,0.018570423,1,325,10,15,92,26,0.997628706,TRUE,1,2,2,"O=C(Cl)c1cccc2c1OCO2, CCNc1ccc(Br)cn1",,zinc;zinc,{'uspto': 324},"{'expansion_calls': 286, 'reactants_generations': 4662, 'iterations': 100}",,,,,,,,,
Cc1ccc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)c(C(=O)NCC(C)(C)O)n1,45.47335863,1.660087109,6,1442,13,16,611,19,0.963447071,TRUE,5,6,6,"Brc1cncnc1, CC(C)(O)CN, COC(=O)c1nc(Br)cnc1N, OB(O)C1CC1, Cc1ccc(N)c(C(=O)O)n1, COCc1ccccc1",,zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 1441},"{'expansion_calls': 892, 'reactants_generations': 8115, 'iterations': 100}",,,,,,,,,
COc1ccc(C2=NCCN2c2ccc(S(N)(=O)=O)cc2)cc1Cl,41.31330299,0.137641668,1,759,13,15,366,29,0.994039854,TRUE,2,3,3,"NS(=O)(=O)c1ccc(Br)cc1, NCCN, COc1ccc(C#N)cc1Cl",,zinc;zinc;zinc,{'uspto': 758},"{'expansion_calls': 449, 'reactants_generations': 8737, 'iterations': 100}",,,,,,,,,
O=C(O)c1cc2cc(-c3cccs3)n(O)c2cc1C(=O)O,86.7971952,0,0,1643,13,36,579,0,0.71339931,FALSE,8,4,3,"OCc1ccccc1, BrCc1ccccc1, CC(=O)O",COC(=O)c1cc2cc(-c3cccs3)n(O)c2cc1C(=O)O,zinc;zinc;Not in stock;zinc,{'uspto': 1642},"{'expansion_calls': 1094, 'reactants_generations': 12808, 'iterations': 100}",,,,,,,,,
Cc1c(NC(=O)c2cccc(NC(=O)Cc3ccc(Cl)cc3)c2)c(=O)n(-c2ccccc2)n1C,13.13913488,0.063719511,1,515,13,22,100,68,0.994039854,TRUE,2,3,3,"Cc1c(N)c(=O)n(-c2ccccc2)n1C, O=C(Cl)Cc1ccc(Cl)cc1, Nc1cccc(C(=O)O)c1",,zinc;zinc;zinc,{'uspto': 514},"{'expansion_calls': 427, 'reactants_generations': 1674, 'iterations': 100}",,,,,,,,,
CSc1ccc2c(c1)C(=NNC(N)=S)CCS2,36.94143343,0.436957598,1,756,13,11,167,45,0.994039854,TRUE,2,3,3,"CSSC, NNC(N)=S, O=C1CCSc2ccc(Br)cc21",,zinc;zinc;zinc,{'uspto': 755},"{'expansion_calls': 634, 'reactants_generations': 7566, 'iterations': 100}",,,,,,,,,
CO[C@H]1CC[C@]2(CC1)Cc1ccc(-n3ccccc3=O)cc1C21N=C(N)N(C)C1=O,91.68382883,0,0,1928,13,30,631,0,0.762371294,FALSE,7,5,4,"CN(C)C=O, O=C1CCC(=O)N1Br, CC(=O)OC(C)=O, Oc1ccccn1",CN1C(=O)C2(N=C1N)c1cc(I)ccc1C[C@]21CC[C@@H](O[Si](C)(C)C(C)(C)C)CC1,zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1927},"{'expansion_calls': 1297, 'reactants_generations': 9319, 'iterations': 100}",,,,,,,,,
N[C@H]1C[C@@H](c2ccccc2)C1,82.27562809,2.004048347,4,1638,13,38,649,3,0.994039854,TRUE,2,2,2,"O[C@H]1C[C@H](c2ccccc2)C1, O=C1NC(=O)c2ccccc21",,zinc;zinc,{'uspto': 1637},"{'expansion_calls': 1027, 'reactants_generations': 16550, 'iterations': 100}",,,,,,,,,
O=C(O)Cc1ccc(Cl)c(-c2ccc(F)c3c2CN(C(=O)C2C[C@H]2c2ccccc2)CC3)c1,65.35134077,0.436704159,1,1822,13,44,637,44,0.963447071,TRUE,5,8,8,"Fc1ccc(Br)c2c1CCNC2, O=C(O)Cc1ccc(Cl)c(Br)c1, C=CC(=O)OCC, [N-]=[N+]=Cc1ccccc1, CC(C)(O)C(C)(C)O, OB(O)B(O)O, CC(C)(O)C(C)(C)O, COCc1ccccc1",,zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 1821},"{'expansion_calls': 1236, 'reactants_generations': 9995, 'iterations': 100}",,,,,,,,,
COC(=O)[C@]1(O)C[C@@H]2O[C@H]1n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,131.4649789,0,0,1875,13,15,511,0,0.725947071,FALSE,5,4,3,"CC(=O)O, C1=CCCC=C1, CC(=O)O",COC(=O)[C@]1(O)C[C@@H]2O[C@H]1n1c3ccccc3c3c4c(cc(c31)N2N)C(=O)NC4,Not in stock;zinc;zinc;zinc,{'uspto': 1874},"{'expansion_calls': 1367, 'reactants_generations': 17777, 'iterations': 100}",,,,,,,,,
Cc1cc(=O)c2c(C)cc3c(c2o1)[C@@H](OC(=O)C12CCC(C)(C(=O)O1)C2(C)C)[C@@H](OC(=O)C12CCC(C)(C(=O)O1)C2(C)C)C(C)(C)O3,81.21427774,0,0,1182,13,15,413,0,0.814331267,FALSE,11,7,6,"CB1OB(C)OB(C)O1, O=C1CCC(=O)N1Br, CC(=O)CC(=O)OC(C)(C)C, O=S(Cl)Cl, COCCl, CC(=O)O",COC(=O)c1ccc2c(c1O)[C@@H](OC(=O)C13CCC(C)(C(=O)O1)C3(C)C)[C@@H](OC(=O)C13CCC(C)(C(=O)O1)C3(C)C)C(C)(C)O2,zinc;zinc;zinc;zinc;Not in stock;zinc;zinc,{'uspto': 1181},"{'expansion_calls': 791, 'reactants_generations': 11094, 'iterations': 100}",,,,,,,,,
CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc(-c2sc(=O)[nH]c2O)cc1,41.45670366,0.203045368,1,1199,13,33,218,31,0.955960146,TRUE,6,7,7,"BrCCCBr, C=CCBr, Oc1ccc(Oc2ccccc2)cc1, COc1ccc(B(O)O)cc1, O=C1CCC(=O)N1Br, COS(=O)(=O)OC, O=c1[nH]c(O)cs1",,zinc;zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 1198},"{'expansion_calls': 1047, 'reactants_generations': 6730, 'iterations': 100}",,,,,,,,,
OCCCCc1cn(C2CCN(CC(O)(Cn3cncn3)c3ccc(F)cc3F)CC2)nn1,75.77725792,0.049604654,1,2092,13,35,939,18,0.986552929,TRUE,3,4,4,"C#CCCCCO, [N-]=[N+]=NC1CCNCC1, O=C(Cn1cncn1)c1ccc(F)cc1F, CS(C)=O",,zinc;zinc;zinc;zinc,{'uspto': 2091},"{'expansion_calls': 1186, 'reactants_generations': 10629, 'iterations': 100}",,,,,,,,,
CC1(C)OC(c2ccccc2)(c2ccccc2)C(=O)N(c2ccccc2)C1=O,90.46813512,0,0,5685,13,110,4476,0,0.791683434,FALSE,12,6,5,"Fc1cccc(I)c1, O=C1CCC(=O)N1Br, COS(=O)(=O)OC, O=C1CCC(=O)N1Br, BrCc1ccccc1",CC1(C)OC(c2cccc(O)c2)(c2ccccc2Cl)C(=O)NC1=O,zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 5684},"{'expansion_calls': 1209, 'reactants_generations': 7594, 'iterations': 100}",,,,,,,,,
Cc1c(C)c2ccc(OC3CCN(CC(=O)c4ccccc4)CC3)cc2oc1=O,45.13574862,20.89306355,43,1009,13,15,179,8,0.994039854,TRUE,2,3,3,"O=C(CBr)c1ccccc1, Cc1c(C)c2ccc(O)cc2oc1=O, CC(C)(C)OC(=O)N1CCC(O)CC1",,zinc;zinc;zinc,{'uspto': 1008},"{'expansion_calls': 872, 'reactants_generations': 5828, 'iterations': 100}",,,,,,,,,
COc1ccc(NC(=O)Oc2cccc3ocnc23)cc1,14.30711937,0.032999277,1,381,13,20,151,49,0.997628706,TRUE,1,2,2,"COc1ccc(N=C=O)cc1, Oc1cccc2ocnc12",,zinc;zinc,{'uspto': 380},"{'expansion_calls': 264, 'reactants_generations': 3125, 'iterations': 100}",,,,,,,,,
COc1ccc(C(=O)COC(=O)CCn2c(C)csc2=O)c(OC)c1,34.01114559,0.192207336,2,494,13,16,164,18,0.997628706,TRUE,1,2,2,"COc1ccc(C(=O)CCl)c(OC)c1, Cc1csc(=O)n1CCC(=O)O",,zinc;zinc,{'uspto': 493},"{'expansion_calls': 387, 'reactants_generations': 8417, 'iterations': 100}",,,,,,,,,
COc1ccccc1-c1nnc(-c2ccc(O)cc2O)s1,28.99599314,0.109876156,1,1149,13,66,344,46,0.994039854,TRUE,2,3,3,"COc1ccc(B(O)O)c(O)c1, COc1ccccc1B(O)O, Brc1nnc(Br)s1",,zinc;zinc;zinc,{'uspto': 1148},"{'expansion_calls': 828, 'reactants_generations': 3517, 'iterations': 100}",,,,,,,,,
O=C(O)c1cccc(-n2ccnn2)c1,29.32274818,0.015033722,1,471,13,41,109,28,0.997628706,TRUE,1,1,1,COC(=O)c1cccc(-n2ccnn2)c1,,zinc,{'uspto': 470},"{'expansion_calls': 403, 'reactants_generations': 6531, 'iterations': 100}",,,,,,,,,
Cc1ccc(NC(=O)C(=O)NCC(c2cccnc2)N2CCc3ccccc32)cc1Cl,50.08922052,0,0,1641,13,25,365,0,0.792001309,FALSE,9,6,5,"CCOC(=O)C(=O)Nc1ccc(C)c(Cl)c1, [N-]=[N+]=NP(=O)(c1ccccc1)c1ccccc1, CC(C)(C)O, CC(=O)O, COCc1ccccc1",O=C(Cl)CC(c1ccc(Cl)nc1)N1CCc2ccccc21,zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1640},"{'expansion_calls': 1276, 'reactants_generations': 4550, 'iterations': 100}",,,,,,,,,
CN1Cc2cccc(Oc3nc(Nc4ccc(O[C@H]5CCOC5)cc4)ncc3C(F)(F)F)c2C1=O,42.03226733,0.140268087,1,762,13,20,171,46,0.986552929,TRUE,3,5,5,"O=C1CCC(=O)N1Br, COC(=O)c1c(C)cccc1O, Nc1ccc(O[C@H]2CCOC2)cc1, FC(F)(F)c1cnc(Cl)nc1Cl, CN=C=O",,zinc;zinc;zinc;zinc;zinc,{'uspto': 761},"{'expansion_calls': 640, 'reactants_generations': 8253, 'iterations': 100}",,,,,,,,,
O=[N+]([O-])c1cccc(-c2nc3ccccc3[nH]2)c1,2.46735549,0.002121925,1,156,8,52,91,87,0.997628706,TRUE,1,2,2,"Nc1ccccc1N, O=C(O)c1cccc([N+](=O)[O-])c1",,zinc;zinc,{'uspto': 155},"{'expansion_calls': 68, 'reactants_generations': 436, 'iterations': 100}",,,,,,,,,
CC12CCC(=O)N1C(C(=O)OCC(=O)Nc1ccc(S(N)(=O)=O)cc1)CS2,53.69529486,0,0,1360,13,19,176,0,0.792565977,FALSE,8,6,5,"O=C(Br)CBr, Nc1ccc(S(N)(=O)=O)cc1, OCc1ccccc1, O=S(Cl)Cl, CC(=O)O",CCOC(=O)CCC1(C)NC(C(=O)OCc2ccccc2)CS1,zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1359},"{'expansion_calls': 1190, 'reactants_generations': 7367, 'iterations': 100}",,,,,,,,,
CC[C@@H]1N(Cc2cccnc2)CCC[C@]12CCC(=O)N2C,39.50047183,0.190106153,2,1121,13,19,338,12,0.997628706,TRUE,1,2,2,"ClCc1cccnc1, CC[C@@H]1NCCC[C@]12CCC(=O)N2C",,zinc;zinc,{'uspto': 1120},"{'expansion_calls': 807, 'reactants_generations': 4588, 'iterations': 100}",,,,,,,,,
Cc1cn([C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)[C@@]3(OS(=O)(=O)C(c4ccccc4)C3=N)[C@H]2O[Si](C)(C)C(C)(C)C)c(=O)[nH]c1=O,147.1075687,0,0,5186,13,18,3550,0,0.593873631,FALSE,10,8,5,"O=C(Cl)c1ccccc1, BrCc1ccccc1, COS(=O)(=O)OC, CC(=O)O, O=S(Cl)Cl","CC(=O)OC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)[C@H](O[Si](C)(C)C(C)(C)C)[C@]12OS(=O)(=O)C(c1ccccc1)C2=N, CC(=O)Oc1cccc(Cl)c1[P+](C)(c1ccccc1)c1ccccc1, CC(CBr)(CCO)[Si](C)(C)Cl",zinc;zinc;Not in stock;zinc;Not in stock;zinc;zinc;Not in stock,{'uspto': 5185},"{'expansion_calls': 1636, 'reactants_generations': 16412, 'iterations': 100}",,,,,,,,,
COC(=O)CN1CCN(c2ncc(-c3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,17.91233826,0.075003147,1,874,13,41,311,123,0.986552929,TRUE,3,6,6,"COC(=O)CBr, C1CNCCN1, OB(O)c1cnc(Cl)nc1, Nc1cnccn1, O=P(Cl)(Cl)Cl, Oc1ccnc2cc(Br)ccc12",,zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 873},"{'expansion_calls': 568, 'reactants_generations': 1802, 'iterations': 100}",,,,,,,,,
CC(C)=CCC/C(C)=C/CNCCN1[C@H]2C3C4CC5C6C4C2C6[C@@]1(O)C53,83.08628511,0,0,1881,13,21,949,0,0.797626813,FALSE,6,6,5,"O=C(Cl)OCc1ccccc1, CC(C)=CCC/C(C)=C/CO, O=C1CCC(=O)N1Cl, O=Cc1ccccc1, CC(C)(C)OC(=O)NCCBr",O[C@]12N[C@H]3C4C5CC(C6C5C3C61)C42,zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1880},"{'expansion_calls': 991, 'reactants_generations': 15230, 'iterations': 100}",,,,,,,,,
